Loan_ID,Customer_ID,Loan_Type
LOAN_037249,CUST10991,Credit-Builder Loan
LOAN_037250,CUST10991,Personal Loan
LOAN_037251,CUST10992,Student Loan
LOAN_037252,CUST10993,Credit-Builder Loan
LOAN_037253,CUST10994,Student Loan
LOAN_037254,CUST10994,Mortgage Loan
LOAN_037255,CUST10994,Debt Consolidation Loan
LOAN_037256,CUST10995,Not Specified
LOAN_037257,CUST10995,Personal Loan
LOAN_037258,CUST10995,Home Equity Loan
LOAN_037259,CUST10995,Credit-Builder Loan
LOAN_037260,CUST10996,Payday Loan
LOAN_037261,CUST10996,Payday Loan
LOAN_037262,CUST10997,No Loan
LOAN_037263,CUST10998,Not Specified
LOAN_037264,CUST10998,Not Specified
LOAN_037265,CUST10998,Payday Loan
LOAN_037266,CUST10998,Debt Consolidation Loan
LOAN_037267,CUST10999,Auto Loan
LOAN_037268,CUST10999,Auto Loan
LOAN_037269,CUST10999,Home Equity Loan
LOAN_037270,CUST11000,Payday Loan
LOAN_037271,CUST11000,Debt Consolidation Loan
LOAN_037272,CUST11001,No Loan
LOAN_037273,CUST11002,Home Equity Loan
LOAN_037274,CUST11002,Mortgage Loan
LOAN_037275,CUST11002,Debt Consolidation Loan
LOAN_037276,CUST11002,Personal Loan
LOAN_037277,CUST11002,Personal Loan
LOAN_037278,CUST11004,No Loan
LOAN_037279,CUST11005,Personal Loan
LOAN_037280,CUST11005,Personal Loan
LOAN_037281,CUST11005,Payday Loan
LOAN_037282,CUST11005,Student Loan
LOAN_037283,CUST11005,Payday Loan
LOAN_037284,CUST11006,Credit-Builder Loan
LOAN_037285,CUST11006,Mortgage Loan
LOAN_037286,CUST11006,Debt Consolidation Loan
LOAN_037287,CUST11007,Not Specified
LOAN_037288,CUST11007,Auto Loan
LOAN_037289,CUST11007,Mortgage Loan
LOAN_037290,CUST11008,Credit-Builder Loan
LOAN_037291,CUST11008,Debt Consolidation Loan
LOAN_037292,CUST11008,Student Loan
LOAN_037293,CUST11008,Not Specified
LOAN_037294,CUST11009,Home Equity Loan
LOAN_037295,CUST11010,Auto Loan
LOAN_037296,CUST11010,Personal Loan
LOAN_037297,CUST11010,Home Equity Loan
LOAN_037298,CUST11010,Credit-Builder Loan
LOAN_037299,CUST11011,No Loan
LOAN_037300,CUST11012,Home Equity Loan
LOAN_037301,CUST11012,Debt Consolidation Loan
LOAN_037302,CUST11012,Not Specified
LOAN_037303,CUST11012,Debt Consolidation Loan
LOAN_037304,CUST11012,Auto Loan
LOAN_037305,CUST11012,Debt Consolidation Loan
LOAN_037306,CUST11012,Credit-Builder Loan
LOAN_037307,CUST11013,Payday Loan
LOAN_037308,CUST11013,Auto Loan
LOAN_037309,CUST11014,No Loan
LOAN_037310,CUST11015,Debt Consolidation Loan
LOAN_037311,CUST11015,Personal Loan
LOAN_037312,CUST11015,Home Equity Loan
LOAN_037313,CUST11015,Debt Consolidation Loan
LOAN_037314,CUST11015,Student Loan
LOAN_037315,CUST11016,Credit-Builder Loan
LOAN_037316,CUST11016,Mortgage Loan
LOAN_037317,CUST11017,No Loan
LOAN_037318,CUST11018,Payday Loan
LOAN_037319,CUST11018,Mortgage Loan
LOAN_037320,CUST11018,Auto Loan
LOAN_037321,CUST11018,Credit-Builder Loan
LOAN_037322,CUST11018,Credit-Builder Loan
LOAN_037323,CUST11018,Debt Consolidation Loan
LOAN_037324,CUST11018,Home Equity Loan
LOAN_037325,CUST11019,Student Loan
LOAN_037326,CUST11019,Personal Loan
LOAN_037327,CUST11020,Auto Loan
LOAN_037328,CUST11020,Debt Consolidation Loan
LOAN_037329,CUST11020,Credit-Builder Loan
LOAN_037330,CUST11020,Home Equity Loan
LOAN_037331,CUST11020,Payday Loan
LOAN_037332,CUST11021,Not Specified
LOAN_037333,CUST11022,Credit-Builder Loan
LOAN_037334,CUST11022,Personal Loan
LOAN_037335,CUST11022,Debt Consolidation Loan
LOAN_037336,CUST11022,Auto Loan
LOAN_037337,CUST11022,Home Equity Loan
LOAN_037338,CUST11022,Credit-Builder Loan
LOAN_037339,CUST11023,Mortgage Loan
LOAN_037340,CUST11023,Credit-Builder Loan
LOAN_037341,CUST11023,Payday Loan
LOAN_037342,CUST11024,Personal Loan
LOAN_037343,CUST11024,Personal Loan
LOAN_037344,CUST11024,Mortgage Loan
LOAN_037345,CUST11024,Auto Loan
LOAN_037346,CUST11024,Credit-Builder Loan
LOAN_037347,CUST11024,Debt Consolidation Loan
LOAN_037348,CUST11025,Personal Loan
LOAN_037349,CUST11025,Personal Loan
LOAN_037350,CUST11025,Debt Consolidation Loan
LOAN_037351,CUST11025,Debt Consolidation Loan
LOAN_037352,CUST11025,Debt Consolidation Loan
LOAN_037353,CUST11026,Personal Loan
LOAN_037354,CUST11026,Mortgage Loan
LOAN_037355,CUST11026,Personal Loan
LOAN_037356,CUST11027,Student Loan
LOAN_037357,CUST11027,Auto Loan
LOAN_037358,CUST11027,Personal Loan
LOAN_037359,CUST11027,Personal Loan
LOAN_037360,CUST11027,Mortgage Loan
LOAN_037361,CUST11027,Debt Consolidation Loan
LOAN_037362,CUST11027,Auto Loan
LOAN_037363,CUST11027,Mortgage Loan
LOAN_037364,CUST11027,Auto Loan
LOAN_037365,CUST11028,Payday Loan
LOAN_037366,CUST11028,Auto Loan
LOAN_037367,CUST11028,Personal Loan
LOAN_037368,CUST11028,Credit-Builder Loan
LOAN_037369,CUST11029,Auto Loan
LOAN_037370,CUST11029,Student Loan
LOAN_037371,CUST11029,Student Loan
LOAN_037372,CUST11029,Credit-Builder Loan
LOAN_037373,CUST11029,Personal Loan
LOAN_037374,CUST11030,Student Loan
LOAN_037375,CUST11030,Payday Loan
LOAN_037376,CUST11030,Payday Loan
LOAN_037377,CUST11031,Debt Consolidation Loan
LOAN_037378,CUST11031,Debt Consolidation Loan
LOAN_037379,CUST11031,Auto Loan
LOAN_037380,CUST11031,Mortgage Loan
LOAN_037381,CUST11031,Auto Loan
LOAN_037382,CUST11031,Student Loan
LOAN_037383,CUST11031,Student Loan
LOAN_037384,CUST11032,No Loan
LOAN_037385,CUST11033,Payday Loan
LOAN_037386,CUST11033,Payday Loan
LOAN_037387,CUST11033,Home Equity Loan
LOAN_037388,CUST11033,Personal Loan
LOAN_037389,CUST11033,Auto Loan
LOAN_037390,CUST11033,Personal Loan
LOAN_037391,CUST11033,Home Equity Loan
LOAN_037392,CUST11034,Not Specified
LOAN_037393,CUST11034,Debt Consolidation Loan
LOAN_037394,CUST11034,Payday Loan
LOAN_037395,CUST11036,No Loan
LOAN_037396,CUST11037,No Loan
LOAN_037397,CUST11038,Personal Loan
LOAN_037398,CUST11038,Student Loan
LOAN_037399,CUST11039,Payday Loan
LOAN_037400,CUST11039,Not Specified
LOAN_037401,CUST11039,Home Equity Loan
LOAN_037402,CUST11039,Payday Loan
LOAN_037403,CUST11040,Student Loan
LOAN_037404,CUST11040,Student Loan
LOAN_037405,CUST11040,Payday Loan
LOAN_037406,CUST11040,Debt Consolidation Loan
LOAN_037407,CUST11040,Not Specified
LOAN_037408,CUST11041,Payday Loan
LOAN_037409,CUST11041,Student Loan
LOAN_037410,CUST11042,No Loan
LOAN_037411,CUST11043,Home Equity Loan
LOAN_037412,CUST11043,Home Equity Loan
LOAN_037413,CUST11043,Auto Loan
LOAN_037414,CUST11043,Auto Loan
LOAN_037415,CUST11043,Payday Loan
LOAN_037416,CUST11043,Credit-Builder Loan
LOAN_037417,CUST11043,Debt Consolidation Loan
LOAN_037418,CUST11043,Debt Consolidation Loan
LOAN_037419,CUST11043,Home Equity Loan
LOAN_037420,CUST11044,Home Equity Loan
LOAN_037421,CUST11044,Credit-Builder Loan
LOAN_037422,CUST11044,Personal Loan
LOAN_037423,CUST11044,Not Specified
LOAN_037424,CUST11044,Not Specified
LOAN_037425,CUST11045,Not Specified
LOAN_037426,CUST11045,Payday Loan
LOAN_037427,CUST11045,Home Equity Loan
LOAN_037428,CUST11045,Student Loan
LOAN_037429,CUST11045,Personal Loan
LOAN_037430,CUST11046,Home Equity Loan
LOAN_037431,CUST11047,Mortgage Loan
LOAN_037432,CUST11047,Personal Loan
LOAN_037433,CUST11047,Debt Consolidation Loan
LOAN_037434,CUST11048,Not Specified
LOAN_037435,CUST11048,Debt Consolidation Loan
LOAN_037436,CUST11048,Debt Consolidation Loan
LOAN_037437,CUST11049,Student Loan
LOAN_037438,CUST11049,Auto Loan
LOAN_037439,CUST11049,Debt Consolidation Loan
LOAN_037440,CUST11050,Credit-Builder Loan
LOAN_037441,CUST11050,Student Loan
LOAN_037442,CUST11050,Personal Loan
LOAN_037443,CUST11050,Debt Consolidation Loan
LOAN_037444,CUST11050,Payday Loan
LOAN_037445,CUST11050,Debt Consolidation Loan
LOAN_037446,CUST11050,Personal Loan
LOAN_037447,CUST11051,Debt Consolidation Loan
LOAN_037448,CUST11052,No Loan
LOAN_037449,CUST11053,Payday Loan
LOAN_037450,CUST11053,Credit-Builder Loan
LOAN_037451,CUST11053,Personal Loan
LOAN_037452,CUST11053,Personal Loan
LOAN_037453,CUST11054,Mortgage Loan
LOAN_037454,CUST11054,Payday Loan
LOAN_037455,CUST11054,Auto Loan
LOAN_037456,CUST11055,Home Equity Loan
LOAN_037457,CUST11055,Auto Loan
LOAN_037458,CUST11056,No Loan
LOAN_037459,CUST11057,Personal Loan
LOAN_037460,CUST11058,Not Specified
LOAN_037461,CUST11058,Home Equity Loan
LOAN_037462,CUST11058,Auto Loan
LOAN_037463,CUST11058,Personal Loan
LOAN_037464,CUST11058,Mortgage Loan
LOAN_037465,CUST11058,Mortgage Loan
LOAN_037466,CUST11058,Debt Consolidation Loan
LOAN_037467,CUST11059,Student Loan
LOAN_037468,CUST11060,Personal Loan
LOAN_037469,CUST11060,Student Loan
LOAN_037470,CUST11061,Credit-Builder Loan
LOAN_037471,CUST11061,Payday Loan
LOAN_037472,CUST11061,Auto Loan
LOAN_037473,CUST11061,Auto Loan
LOAN_037474,CUST11063,No Loan
LOAN_037475,CUST11064,Debt Consolidation Loan
LOAN_037476,CUST11064,Not Specified
LOAN_037477,CUST11065,Personal Loan
LOAN_037478,CUST11065,Mortgage Loan
LOAN_037479,CUST11065,Mortgage Loan
LOAN_037480,CUST11065,Home Equity Loan
LOAN_037481,CUST11065,Credit-Builder Loan
LOAN_037482,CUST11065,Auto Loan
LOAN_037483,CUST11065,Not Specified
LOAN_037484,CUST11066,Auto Loan
LOAN_037485,CUST11066,Credit-Builder Loan
LOAN_037486,CUST11066,Home Equity Loan
LOAN_037487,CUST11066,Personal Loan
LOAN_037488,CUST11066,Mortgage Loan
LOAN_037489,CUST11066,Credit-Builder Loan
LOAN_037490,CUST11067,No Loan
LOAN_037491,CUST11068,Student Loan
LOAN_037492,CUST11068,Mortgage Loan
LOAN_037493,CUST11068,Auto Loan
LOAN_037494,CUST11068,Auto Loan
LOAN_037495,CUST11068,Auto Loan
LOAN_037496,CUST11069,Student Loan
LOAN_037497,CUST11069,Credit-Builder Loan
LOAN_037498,CUST11069,Student Loan
LOAN_037499,CUST11069,Student Loan
LOAN_037500,CUST11069,Credit-Builder Loan
LOAN_037501,CUST11070,Auto Loan
LOAN_037502,CUST11070,Student Loan
LOAN_037503,CUST11070,Payday Loan
LOAN_037504,CUST11070,Debt Consolidation Loan
LOAN_037505,CUST11071,Personal Loan
LOAN_037506,CUST11071,Payday Loan
LOAN_037507,CUST11071,Student Loan
LOAN_037508,CUST11073,Credit-Builder Loan
LOAN_037509,CUST11073,Not Specified
LOAN_037510,CUST11073,Not Specified
LOAN_037511,CUST11074,Home Equity Loan
LOAN_037512,CUST11074,Auto Loan
LOAN_037513,CUST11074,Auto Loan
LOAN_037514,CUST11074,Auto Loan
LOAN_037515,CUST11074,Debt Consolidation Loan
LOAN_037516,CUST11074,Payday Loan
LOAN_037517,CUST11075,Credit-Builder Loan
LOAN_037518,CUST11075,Debt Consolidation Loan
LOAN_037519,CUST11075,Not Specified
LOAN_037520,CUST11075,Mortgage Loan
LOAN_037521,CUST11076,Home Equity Loan
LOAN_037522,CUST11076,Home Equity Loan
LOAN_037523,CUST11077,Auto Loan
LOAN_037524,CUST11077,Debt Consolidation Loan
LOAN_037525,CUST11077,Mortgage Loan
LOAN_037526,CUST11077,Payday Loan
LOAN_037527,CUST11077,Home Equity Loan
LOAN_037528,CUST11078,Student Loan
LOAN_037529,CUST11078,Not Specified
LOAN_037530,CUST11078,Mortgage Loan
LOAN_037531,CUST11078,Personal Loan
LOAN_037532,CUST11079,Auto Loan
LOAN_037533,CUST11079,Credit-Builder Loan
LOAN_037534,CUST11079,Home Equity Loan
LOAN_037535,CUST11080,Auto Loan
LOAN_037536,CUST11080,Payday Loan
LOAN_037537,CUST11080,Credit-Builder Loan
LOAN_037538,CUST11081,No Loan
LOAN_037539,CUST11082,Credit-Builder Loan
LOAN_037540,CUST11082,Home Equity Loan
LOAN_037541,CUST11082,Personal Loan
LOAN_037542,CUST11082,Home Equity Loan
LOAN_037543,CUST11083,Personal Loan
LOAN_037544,CUST11083,Credit-Builder Loan
LOAN_037545,CUST11083,Not Specified
LOAN_037546,CUST11083,Payday Loan
LOAN_037547,CUST11083,Credit-Builder Loan
LOAN_037548,CUST11083,Student Loan
LOAN_037549,CUST11084,Payday Loan
LOAN_037550,CUST11084,Payday Loan
LOAN_037551,CUST11084,Home Equity Loan
LOAN_037552,CUST11085,Not Specified
LOAN_037553,CUST11085,Debt Consolidation Loan
LOAN_037554,CUST11085,Mortgage Loan
LOAN_037555,CUST11086,Payday Loan
LOAN_037556,CUST11087,No Loan
LOAN_037557,CUST11088,Payday Loan
LOAN_037558,CUST11089,Personal Loan
LOAN_037559,CUST11089,Credit-Builder Loan
LOAN_037560,CUST11090,Student Loan
LOAN_037561,CUST11090,Personal Loan
LOAN_037562,CUST11090,Personal Loan
LOAN_037563,CUST11090,Payday Loan
LOAN_037564,CUST11090,Auto Loan
LOAN_037565,CUST11090,Home Equity Loan
LOAN_037566,CUST11090,Not Specified
LOAN_037567,CUST11090,Student Loan
LOAN_037568,CUST11091,Payday Loan
LOAN_037569,CUST11091,Payday Loan
LOAN_037570,CUST11091,Payday Loan
LOAN_037571,CUST11091,Not Specified
LOAN_037572,CUST11092,Credit-Builder Loan
LOAN_037573,CUST11092,Debt Consolidation Loan
LOAN_037574,CUST11092,Payday Loan
LOAN_037575,CUST11092,Personal Loan
LOAN_037576,CUST11093,Student Loan
LOAN_037577,CUST11093,Credit-Builder Loan
LOAN_037578,CUST11093,Credit-Builder Loan
LOAN_037579,CUST11093,Debt Consolidation Loan
LOAN_037580,CUST11093,Not Specified
LOAN_037581,CUST11093,Student Loan
LOAN_037582,CUST11093,Debt Consolidation Loan
LOAN_037583,CUST11094,Not Specified
LOAN_037584,CUST11094,Student Loan
LOAN_037585,CUST11094,Mortgage Loan
LOAN_037586,CUST11094,Mortgage Loan
LOAN_037587,CUST11095,Not Specified
LOAN_037588,CUST11095,Debt Consolidation Loan
LOAN_037589,CUST11096,Payday Loan
LOAN_037590,CUST11096,Not Specified
LOAN_037591,CUST11096,Mortgage Loan
LOAN_037592,CUST11097,Debt Consolidation Loan
LOAN_037593,CUST11097,Mortgage Loan
LOAN_037594,CUST11097,Not Specified
LOAN_037595,CUST11098,Debt Consolidation Loan
LOAN_037596,CUST11098,Auto Loan
LOAN_037597,CUST11098,Personal Loan
LOAN_037598,CUST11099,Payday Loan
LOAN_037599,CUST11099,Credit-Builder Loan
LOAN_037600,CUST11100,No Loan
LOAN_037601,CUST11101,Student Loan
LOAN_037602,CUST11101,Auto Loan
LOAN_037603,CUST11101,Auto Loan
LOAN_037604,CUST11101,Mortgage Loan
LOAN_037605,CUST11101,Auto Loan
LOAN_037606,CUST11101,Home Equity Loan
LOAN_037607,CUST11101,Not Specified
LOAN_037608,CUST11102,Student Loan
LOAN_037609,CUST11102,Payday Loan
LOAN_037610,CUST11102,Payday Loan
LOAN_037611,CUST11102,Not Specified
LOAN_037612,CUST11102,Home Equity Loan
LOAN_037613,CUST11102,Home Equity Loan
LOAN_037614,CUST11102,Home Equity Loan
LOAN_037615,CUST11103,Debt Consolidation Loan
LOAN_037616,CUST11103,Home Equity Loan
LOAN_037617,CUST11104,Mortgage Loan
LOAN_037618,CUST11104,Payday Loan
LOAN_037619,CUST11104,Mortgage Loan
LOAN_037620,CUST11105,Auto Loan
LOAN_037621,CUST11105,Personal Loan
LOAN_037622,CUST11105,Not Specified
LOAN_037623,CUST11105,Mortgage Loan
LOAN_037624,CUST11105,Auto Loan
LOAN_037625,CUST11105,Auto Loan
LOAN_037626,CUST11106,Not Specified
LOAN_037627,CUST11106,Credit-Builder Loan
LOAN_037628,CUST11106,Credit-Builder Loan
LOAN_037629,CUST11106,Home Equity Loan
LOAN_037630,CUST11107,Student Loan
LOAN_037631,CUST11107,Home Equity Loan
LOAN_037632,CUST11107,Mortgage Loan
LOAN_037633,CUST11108,Not Specified
LOAN_037634,CUST11108,Debt Consolidation Loan
LOAN_037635,CUST11108,Auto Loan
LOAN_037636,CUST11108,Not Specified
LOAN_037637,CUST11108,Student Loan
LOAN_037638,CUST11108,Mortgage Loan
LOAN_037639,CUST11108,Not Specified
LOAN_037640,CUST11109,Personal Loan
LOAN_037641,CUST11109,Personal Loan
LOAN_037642,CUST11109,Payday Loan
LOAN_037643,CUST11109,Auto Loan
LOAN_037644,CUST11109,Credit-Builder Loan
LOAN_037645,CUST11109,Home Equity Loan
LOAN_037646,CUST11110,Auto Loan
LOAN_037647,CUST11110,Debt Consolidation Loan
LOAN_037648,CUST11110,Personal Loan
LOAN_037649,CUST11110,Mortgage Loan
LOAN_037650,CUST11110,Debt Consolidation Loan
LOAN_037651,CUST11110,Personal Loan
LOAN_037652,CUST11111,Mortgage Loan
LOAN_037653,CUST11112,Auto Loan
LOAN_037654,CUST11112,Credit-Builder Loan
LOAN_037655,CUST11112,Not Specified
LOAN_037656,CUST11113,Not Specified
LOAN_037657,CUST11113,Personal Loan
LOAN_037658,CUST11113,Personal Loan
LOAN_037659,CUST11114,Auto Loan
LOAN_037660,CUST11114,Auto Loan
LOAN_037661,CUST11114,Home Equity Loan
LOAN_037662,CUST11114,Student Loan
LOAN_037663,CUST11115,Payday Loan
LOAN_037664,CUST11115,Student Loan
LOAN_037665,CUST11115,Home Equity Loan
LOAN_037666,CUST11115,Payday Loan
LOAN_037667,CUST11116,Debt Consolidation Loan
LOAN_037668,CUST11116,Home Equity Loan
LOAN_037669,CUST11117,Auto Loan
LOAN_037670,CUST11117,Debt Consolidation Loan
LOAN_037671,CUST11117,Personal Loan
LOAN_037672,CUST11118,Debt Consolidation Loan
LOAN_037673,CUST11118,Personal Loan
LOAN_037674,CUST11118,Not Specified
LOAN_037675,CUST11119,Credit-Builder Loan
LOAN_037676,CUST11120,Not Specified
LOAN_037677,CUST11120,Payday Loan
LOAN_037678,CUST11121,Mortgage Loan
LOAN_037679,CUST11121,Credit-Builder Loan
LOAN_037680,CUST11122,Debt Consolidation Loan
LOAN_037681,CUST11122,Debt Consolidation Loan
LOAN_037682,CUST11123,Personal Loan
LOAN_037683,CUST11123,Payday Loan
LOAN_037684,CUST11123,Mortgage Loan
LOAN_037685,CUST11124,Student Loan
LOAN_037686,CUST11125,Auto Loan
LOAN_037687,CUST11126,Mortgage Loan
LOAN_037688,CUST11126,Student Loan
LOAN_037689,CUST11126,Mortgage Loan
LOAN_037690,CUST11126,Debt Consolidation Loan
LOAN_037691,CUST11126,Home Equity Loan
LOAN_037692,CUST11126,Student Loan
LOAN_037693,CUST11126,Home Equity Loan
LOAN_037694,CUST11126,Not Specified
LOAN_037695,CUST11127,Credit-Builder Loan
LOAN_037696,CUST11127,Mortgage Loan
LOAN_037697,CUST11127,Student Loan
LOAN_037698,CUST11127,Home Equity Loan
LOAN_037699,CUST11127,Student Loan
LOAN_037700,CUST11127,Auto Loan
LOAN_037701,CUST11127,Personal Loan
LOAN_037702,CUST11128,Home Equity Loan
LOAN_037703,CUST11128,Credit-Builder Loan
LOAN_037704,CUST11128,Credit-Builder Loan
LOAN_037705,CUST11129,Student Loan
LOAN_037706,CUST11131,Payday Loan
LOAN_037707,CUST11131,Home Equity Loan
LOAN_037708,CUST11131,Not Specified
LOAN_037709,CUST11131,Not Specified
LOAN_037710,CUST11132,Credit-Builder Loan
LOAN_037711,CUST11132,Credit-Builder Loan
LOAN_037712,CUST11132,Student Loan
LOAN_037713,CUST11132,Home Equity Loan
LOAN_037714,CUST11132,Student Loan
LOAN_037715,CUST11133,Credit-Builder Loan
LOAN_037716,CUST11133,Payday Loan
LOAN_037717,CUST11134,Credit-Builder Loan
LOAN_037718,CUST11134,Credit-Builder Loan
LOAN_037719,CUST11134,Credit-Builder Loan
LOAN_037720,CUST11135,No Loan
LOAN_037721,CUST11136,Auto Loan
LOAN_037722,CUST11136,Student Loan
LOAN_037723,CUST11136,Debt Consolidation Loan
LOAN_037724,CUST11136,Student Loan
LOAN_037725,CUST11136,Mortgage Loan
LOAN_037726,CUST11136,Student Loan
LOAN_037727,CUST11136,Auto Loan
LOAN_037728,CUST11136,Student Loan
LOAN_037729,CUST11137,Payday Loan
LOAN_037730,CUST11137,Credit-Builder Loan
LOAN_037731,CUST11137,Auto Loan
LOAN_037732,CUST11137,Personal Loan
LOAN_037733,CUST11138,Credit-Builder Loan
LOAN_037734,CUST11138,Payday Loan
LOAN_037735,CUST11138,Not Specified
LOAN_037736,CUST11139,Payday Loan
LOAN_037737,CUST11139,Debt Consolidation Loan
LOAN_037738,CUST11140,Payday Loan
LOAN_037739,CUST11140,Personal Loan
LOAN_037740,CUST11141,No Loan
LOAN_037741,CUST11142,Home Equity Loan
LOAN_037742,CUST11142,Credit-Builder Loan
LOAN_037743,CUST11142,Student Loan
LOAN_037744,CUST11142,Auto Loan
LOAN_037745,CUST11143,Auto Loan
LOAN_037746,CUST11143,Payday Loan
LOAN_037747,CUST11143,Personal Loan
LOAN_037748,CUST11143,Credit-Builder Loan
LOAN_037749,CUST11143,Mortgage Loan
LOAN_037750,CUST11144,Credit-Builder Loan
LOAN_037751,CUST11144,Payday Loan
LOAN_037752,CUST11144,Credit-Builder Loan
LOAN_037753,CUST11144,Payday Loan
LOAN_037754,CUST11145,Not Specified
LOAN_037755,CUST11145,Student Loan
LOAN_037756,CUST11145,Debt Consolidation Loan
LOAN_037757,CUST11146,Personal Loan
LOAN_037758,CUST11146,Credit-Builder Loan
LOAN_037759,CUST11147,Credit-Builder Loan
LOAN_037760,CUST11147,Personal Loan
LOAN_037761,CUST11147,Student Loan
LOAN_037762,CUST11147,Auto Loan
LOAN_037763,CUST11148,Not Specified
LOAN_037764,CUST11148,Payday Loan
LOAN_037765,CUST11148,Payday Loan
LOAN_037766,CUST11148,Credit-Builder Loan
LOAN_037767,CUST11149,No Loan
LOAN_037768,CUST11150,No Loan
LOAN_037769,CUST11151,Auto Loan
LOAN_037770,CUST11151,Payday Loan
LOAN_037771,CUST11151,Personal Loan
LOAN_037772,CUST11152,No Loan
LOAN_037773,CUST11153,Home Equity Loan
LOAN_037774,CUST11153,Student Loan
LOAN_037775,CUST11154,Payday Loan
LOAN_037776,CUST11154,Debt Consolidation Loan
LOAN_037777,CUST11155,No Loan
LOAN_037778,CUST11156,Debt Consolidation Loan
LOAN_037779,CUST11156,Personal Loan
LOAN_037780,CUST11156,Home Equity Loan
LOAN_037781,CUST11157,Personal Loan
LOAN_037782,CUST11157,Mortgage Loan
LOAN_037783,CUST11157,Mortgage Loan
LOAN_037784,CUST11157,Debt Consolidation Loan
LOAN_037785,CUST11157,Auto Loan
LOAN_037786,CUST11157,Payday Loan
LOAN_037787,CUST11157,Personal Loan
LOAN_037788,CUST11160,No Loan
LOAN_037789,CUST11161,Mortgage Loan
LOAN_037790,CUST11161,Not Specified
LOAN_037791,CUST11161,Student Loan
LOAN_037792,CUST11161,Mortgage Loan
LOAN_037793,CUST11161,Debt Consolidation Loan
LOAN_037794,CUST11161,Personal Loan
LOAN_037795,CUST11161,Student Loan
LOAN_037796,CUST11162,Auto Loan
LOAN_037797,CUST11162,Auto Loan
LOAN_037798,CUST11162,Mortgage Loan
LOAN_037799,CUST11162,Auto Loan
LOAN_037800,CUST11163,Debt Consolidation Loan
LOAN_037801,CUST11163,Payday Loan
LOAN_037802,CUST11163,Home Equity Loan
LOAN_037803,CUST11163,Mortgage Loan
LOAN_037804,CUST11163,Personal Loan
LOAN_037805,CUST11163,Home Equity Loan
LOAN_037806,CUST11163,Mortgage Loan
LOAN_037807,CUST11163,Home Equity Loan
LOAN_037808,CUST11163,Credit-Builder Loan
LOAN_037809,CUST11164,Credit-Builder Loan
LOAN_037810,CUST11166,Debt Consolidation Loan
LOAN_037811,CUST11166,Student Loan
LOAN_037812,CUST11166,Debt Consolidation Loan
LOAN_037813,CUST11166,Not Specified
LOAN_037814,CUST11166,Student Loan
LOAN_037815,CUST11167,No Loan
LOAN_037816,CUST11168,Debt Consolidation Loan
LOAN_037817,CUST11168,Auto Loan
LOAN_037818,CUST11168,Not Specified
LOAN_037819,CUST11168,Personal Loan
LOAN_037820,CUST11168,Personal Loan
LOAN_037821,CUST11168,Payday Loan
LOAN_037822,CUST11168,Student Loan
LOAN_037823,CUST11168,Student Loan
LOAN_037824,CUST11168,Debt Consolidation Loan
LOAN_037825,CUST11169,Personal Loan
LOAN_037826,CUST11169,Credit-Builder Loan
LOAN_037827,CUST11170,Payday Loan
LOAN_037828,CUST11170,Personal Loan
LOAN_037829,CUST11170,Student Loan
LOAN_037830,CUST11171,No Loan
LOAN_037831,CUST11172,No Loan
LOAN_037832,CUST11173,Home Equity Loan
LOAN_037833,CUST11175,No Loan
LOAN_037834,CUST11176,Home Equity Loan
LOAN_037835,CUST11177,No Loan
LOAN_037836,CUST11178,Not Specified
LOAN_037837,CUST11178,Mortgage Loan
LOAN_037838,CUST11178,Credit-Builder Loan
LOAN_037839,CUST11178,Debt Consolidation Loan
LOAN_037840,CUST11178,Debt Consolidation Loan
LOAN_037841,CUST11179,Student Loan
LOAN_037842,CUST11180,No Loan
LOAN_037843,CUST11181,Credit-Builder Loan
LOAN_037844,CUST11181,Student Loan
LOAN_037845,CUST11181,Credit-Builder Loan
LOAN_037846,CUST11181,Personal Loan
LOAN_037847,CUST11182,Student Loan
LOAN_037848,CUST11183,No Loan
LOAN_037849,CUST11184,Home Equity Loan
LOAN_037850,CUST11184,Debt Consolidation Loan
LOAN_037851,CUST11185,Personal Loan
LOAN_037852,CUST11185,Personal Loan
LOAN_037853,CUST11185,Home Equity Loan
LOAN_037854,CUST11185,Personal Loan
LOAN_037855,CUST11185,Not Specified
LOAN_037856,CUST11185,Student Loan
LOAN_037857,CUST11185,Auto Loan
LOAN_037858,CUST11186,Credit-Builder Loan
LOAN_037859,CUST11186,Not Specified
LOAN_037860,CUST11186,Credit-Builder Loan
LOAN_037861,CUST11186,Auto Loan
LOAN_037862,CUST11186,Credit-Builder Loan
LOAN_037863,CUST11186,Credit-Builder Loan
LOAN_037864,CUST11186,Auto Loan
LOAN_037865,CUST11188,Home Equity Loan
LOAN_037866,CUST11188,Debt Consolidation Loan
LOAN_037867,CUST11189,Debt Consolidation Loan
LOAN_037868,CUST11189,Mortgage Loan
LOAN_037869,CUST11189,Not Specified
LOAN_037870,CUST11189,Credit-Builder Loan
LOAN_037871,CUST11189,Student Loan
LOAN_037872,CUST11189,Not Specified
LOAN_037873,CUST11190,Home Equity Loan
LOAN_037874,CUST11190,Personal Loan
LOAN_037875,CUST11190,Credit-Builder Loan
LOAN_037876,CUST11191,Debt Consolidation Loan
LOAN_037877,CUST11191,Personal Loan
LOAN_037878,CUST11192,Student Loan
LOAN_037879,CUST11192,Not Specified
LOAN_037880,CUST11192,Not Specified
